covidence;author;year;country;location;latitude;longitude;climate;expe_t;mat;map;map_units;soil;type;ph;om;om_units;oc;oc_units;texture;clay;clay_units;sand;sand_units;ec;ec_units;cec ;cec_units;N;N_units;N_types;P;P_units;P_type;as_s;cd_s;cu_s;pb_s;zn_s;se_s;ni_s;co_s;mn_s;cr_s;hg_s;units_s;n_s;fraction_s;Bioavailable;sp;name;cultivar;p_density;units_density;ba_total;ba_stem;ba_leaf;br;units_b;as_ba;cd_ba;cu_ba;pb_ba;zn_ba;se_ba;ni_ba;co_ba;mn_ba;cr_ba;hg_ba;units_te_ba;n_te_ba;organs_ba;as_br;cd_br;cu_br;pb_br;zn_br;se_br;ni_br;co_br;mn_br;cr_br;hg_br;units_te_br;n_te_br;organs_br;as_ba_1;cd_ba_1;cu_ba_1;pb_ba_1;zn_ba_1;se_ba_1;ni_ba_1;co_ba_1;mn_ba_1;cr_ba_1;hg_ba_1;units_te_ba_1;n_te_ba_1;organs_ba_1;as_ba_2;cd_ba_2;cu_ba_2;pb_ba_2;zn_ba_2;se_ba_2;ni_ba_2;co_ba_2;mn_ba_2;cr_ba_2;hg_ba_2;units_te_ba_2;n_te_ba_2;organs_ba_2;as_ba_3;cd_ba_3;cu_ba_3;pb_ba_3;zn_ba_3;se_ba_3;ni_ba_3;co_ba_3;mn_ba_3;cr_ba_3;hg_ba_3;units_te_ba_3;n_te_ba_3;organs_ba_3;comments
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Lambert's raspberry;Rubus lambertianus;;;;;;;;;;0.3;9.22;2.61;29.58;;2.77;;;1.46;;mg kg;5;Shoot;;0.53;17.19;3.12;14.43;;3.53;;;2.03;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Japanese lacquer tree;Toxicodendron vernicifluum;;;;;;;;;;0.25;6.91;1.44;22.19;;2.72;;;0.68;;mg kg;5;Shoot;;0.47;8.12;2.14;15.05;;4.22;;;1.96;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Chinese stonecrop;Sedum emarginatum;;;;;;;;;;0.26;2.95;1.11;9.99;;1.07;;;0.55;;mg kg;5;Shoot;;0.3;8.14;2.28;21.1;;1.29;;;2.71;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Japanese Holly fern;Arachniodes speciosa;;;;;;;;;;0.45;6.46;1.6;31.01;;2.91;;;0.61;;mg kg;5;Shoot;;0.78;12.77;2.75;39.23;;4.05;;;2.14;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Depressed plantain;Plantago depressa;;;;;;;;;;0.62;10.84;1.88;34.94;;2.36;;;1.34;;mg kg;5;Shoot;;0.74;20.13;2.11;35.84;;4.05;;;3.09;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;C;Mine tailings;6.88;43.69;g kg;2.31;%;Sandy;11.1;%;67.9;%;;;15.76;cmol/kg;1.31;g kg;Total;0.87;g kg;Total;;1.52;161.9;37.98;119.64;;89.46;;;232.5;;mg kg;5;Total;;Giant miscanthus;Miscanthus floridulus ;;;;;;;;;;0.28;7.31;0.55;16.13;;0.94;;;1.64;;mg kg;5;Shoot;;0.44;34.36;4.65;16.06;;14.02;;;25.99;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;C;Mine tailings;6.88;43.69;g kg;2.31;%;Sandy;11.1;%;67.9;%;;;15.76;cmol/kg;1.31;g kg;Total;0.87;g kg;Total;;1.52;161.9;37.98;119.64;;89.46;;;232.5;;mg kg;5;Total;;Basket grass;Oplismenus compositus;;;;;;;;;;0.22;3.97;0.53;12.28;;0.81;;;0.92;;mg kg;5;Shoot;;0.54;28.2;6.02;17.72;;14.08;;;11.1;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;C;Mine tailings;6.88;43.69;g kg;2.31;%;Sandy;11.1;%;67.9;%;;;15.76;cmol/kg;1.31;g kg;Total;0.87;g kg;Total;;1.52;161.9;37.98;119.64;;89.46;;;232.5;;mg kg;5;Total;;Small carpetgrass;Arthraxon hispidus;;;;;;;;;;0.1;4.71;0.79;15.09;;0.8;;;0.87;;mg kg;5;Shoot;;1.08;79.52;6.57;25.97;;16.49;;;18.36;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;C;Mine tailings;6.88;43.69;g kg;2.31;%;Sandy;11.1;%;67.9;%;;;15.76;cmol/kg;1.31;g kg;Total;0.87;g kg;Total;;1.52;161.9;37.98;119.64;;89.46;;;232.5;;mg kg;5;Total;;Hairy gonostegia;Gonostegia hirta;;;;;;;;;;0.21;7.63;2.12;28.88;;2.54;;;0.8;;mg kg;5;Shoot;;0.65;17.1;2.78;32.17;;6.21;;;6.16;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;C;Mine tailings;6.88;43.69;g kg;2.31;%;Sandy;11.1;%;67.9;%;;;15.76;cmol/kg;1.31;g kg;Total;0.87;g kg;Total;;1.52;161.9;37.98;119.64;;89.46;;;232.5;;mg kg;5;Total;;hinese mugwort;Artemisia argyi;;;;;;;;;;0.86;19.54;0.92;30.23;;4.35;;;0.83;;mg kg;5;Shoot;;0.89;31.9;1.15;15.92;;5.56;;;5.45;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;C;Mine tailings;6.88;43.69;g kg;2.31;%;Sandy;11.1;%;67.9;%;;;15.76;cmol/kg;1.31;g kg;Total;0.87;g kg;Total;;1.52;161.9;37.98;119.64;;89.46;;;232.5;;mg kg;5;Total;;Folded birstlegrass;Setariaplicata;;;;;;;;;;1.76;3.51;0.42;11.39;;1.7;;;0.37;;mg kg;5;Shoot;;1.31;6.04;1.97;14.39;;2.04;;;2.37;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;C;Mine tailings;6.88;43.69;g kg;2.31;%;Sandy;11.1;%;67.9;%;;;15.76;cmol/kg;1.31;g kg;Total;0.87;g kg;Total;;1.52;161.9;37.98;119.64;;89.46;;;232.5;;mg kg;5;Total;;Field horsetail;Equisetum arvense;;;;;;;;;;0.14;4.67;2.58;23.37;;1.87;;;0.86;;mg kg;5;Shoot;;0.6;25.21;5.47;20.5;;11.36;;;9.49;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;C;Mine tailings;6.88;43.69;g kg;2.31;%;Sandy;11.1;%;67.9;%;;;15.76;cmol/kg;1.31;g kg;Total;0.87;g kg;Total;;1.52;161.9;37.98;119.64;;89.46;;;232.5;;mg kg;5;Total;;German ivy;Senecio scandens;;;;;;;;;;4.08;17.94;1.34;27.37;;6.64;;;0.67;;mg kg;5;Shoot;;3.7;13.4;0.68;46.65;;2.73;;;1.98;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;C;Mine tailings;6.88;43.69;g kg;2.31;%;Sandy;11.1;%;67.9;%;;;15.76;cmol/kg;1.31;g kg;Total;0.87;g kg;Total;;1.52;161.9;37.98;119.64;;89.46;;;232.5;;mg kg;5;Total;;Peacock spikemoss;Selaginella uncinata;;;;;;;;;;0.1;4.39;1.26;15.75;;0.6;;;0.84;;mg kg;5;Shoot;;0.71;16.4;2.77;22.03;;4.62;;;7.22;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;C;Mine tailings;6.88;43.69;g kg;2.31;%;Sandy;11.1;%;67.9;%;;;15.76;cmol/kg;1.31;g kg;Total;0.87;g kg;Total;;1.52;161.9;37.98;119.64;;89.46;;;232.5;;mg kg;5;Total;;Pinkhead knotweed;Polygonum capitatum;;;;;;;;;;0.73;8.22;1.91;20.25;;7.17;;;3;;mg kg;5;Shoot;;1.68;76.35;16.85;34.13;;35.55;;;36.65;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;C;Mine tailings;6.88;43.69;g kg;2.31;%;Sandy;11.1;%;67.9;%;;;15.76;cmol/kg;1.31;g kg;Total;0.87;g kg;Total;;1.52;161.9;37.98;119.64;;89.46;;;232.5;;mg kg;5;Total;;Ramie;Boehmeria nivea;;;;;;;;;;0.15;11.09;1.97;17.43;;3.93;;;1.71;;mg kg;5;Shoot;;1.3;67.25;13.25;24.6;;32.46;;;20.97;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;C;Mine tailings;6.88;43.69;g kg;2.31;%;Sandy;11.1;%;67.9;%;;;15.76;cmol/kg;1.31;g kg;Total;0.87;g kg;Total;;1.52;161.9;37.98;119.64;;89.46;;;232.5;;mg kg;5;Total;;Indian chrysanthemum;Chrysanthemum indicum;;;;;;;;;;1.39;27.78;2.41;30.72;;3.52;;;4.66;;mg kg;5;Shoot;;0.83;127.15;5.44;24.63;;10.09;;;19.79;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;C;Mine tailings;6.88;43.69;g kg;2.31;%;Sandy;11.1;%;67.9;%;;;15.76;cmol/kg;1.31;g kg;Total;0.87;g kg;Total;;1.52;161.9;37.98;119.64;;89.46;;;232.5;;mg kg;5;Total;;Annual fleabane;Erigeron annuus;;;;;;;;;;0.29;8.42;0.64;12.71;;1.66;;;0.67;;mg kg;5;Shoot;;0.61;24.09;0.92;11.15;;5.3;;;3.34;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;C;Mine tailings;6.88;43.69;g kg;2.31;%;Sandy;11.1;%;67.9;%;;;15.76;cmol/kg;1.31;g kg;Total;0.87;g kg;Total;;1.52;161.9;37.98;119.64;;89.46;;;232.5;;mg kg;5;Total;;Grapeleaf anemone;Anemone vitifolia;;;;;;;;;;0.22;9.49;1.55;25.57;;1.49;;;0.64;;mg kg;5;Shoot;;0.53;22.07;0.83;38.76;;1.57;;;1.89;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;C;Mine tailings;6.88;43.69;g kg;2.31;%;Sandy;11.1;%;67.9;%;;;15.76;cmol/kg;1.31;g kg;Total;0.87;g kg;Total;;1.52;161.9;37.98;119.64;;89.46;;;232.5;;mg kg;5;Total;;Canadian fleabane;Conyza canadensis;;;;;;;;;;1.68;12.76;1.33;24.81;;2.95;;;1.15;;mg kg;5;Shoot;;1.43;23.32;1.21;16.17;;6.56;;;2;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;C;Mine tailings;6.88;43.69;g kg;2.31;%;Sandy;11.1;%;67.9;%;;;15.76;cmol/kg;1.31;g kg;Total;0.87;g kg;Total;;1.52;161.9;37.98;119.64;;89.46;;;232.5;;mg kg;5;Total;;Chinese ivy;Hedera nepalensis;var. sinensis;;;;;;;;;0.74;5.3;3.7;15.55;;1.67;;;1.68;;mg kg;5;Shoot;;0.6;12.8;1.38;18.1;;5.32;;;7.55;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5467;Wysokinski;2017;Poland;Siedlce;52°10’12.04’’N;22°17’15.40’’E;Humid continental;;14.92;73.36;mm;2008;;5.9;;;25.7;g kg-1;Loamy sand;;;;;;;;;2.04;g kg-1;Total;1.1;g kg-1;Total;;;20.3;;219.1;;;;155.2;;;mg kg-1;3;Total;;Yellow lupine;Lupinus luteus;;;;;;;;;;;7.35;;136.5;;;;;;;mg kg-1;3;Leafs;;;7.26;;73.1;;;;;;;mg kg-1;3;root;;;9.73;;75.1;;;;;;;mg kg-1;3;Stems;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5467;Wysokinski;2017;Poland;Siedlce;52°10’12.04’’N;22°17’15.40’’E;Humid continental;;15.52;79.52;mm;2011;;5.8;;;23.8;g kg-1;Loamy sand;;;;;;;;;1.92;g kg-1;Total;1.15;g kg-1;Total;;;18;;176;;;;157.9;;;mg kg-1;3;Total;;Yellow lupine;Lupinus luteus;;;;;;;;;;;5.91;;153.9;;;;;;;mg kg-1;3;Leafs;;;4.45;;58;;;;;;;mg kg-1;3;root;;;6.12;;69.8;;;;;;;mg kg-1;3;Stems;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;Wyszkowski;2020;Poland;;;;;;;;;0 Cu;Agricultural typical soil;5.53;;;9.86;g kg;Sandy;2;%;86;%;;;178.6;mM(+)/kg DM;0.71;g kg;Total;86.48;mg P/kg;Available;;;4.24;;15.7;;5.84;7.81;212.3;;;mg kg;3;Total;;Maize;Zea mays;;8;plant/pot;80.87;;;;g/pot;;;1.01;;25.54;;0.66;0.253;237.2;;;mg kg;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;Wyszkowski;2020;Poland;;;;;;;;;50 Cu;Agricultural typical soil;5.53;;;9.86;g kg;Sandy;2;%;86;%;;;178.6;mM(+)/kg DM;0.71;g kg;Total;86.48;mg P/kg;Available;;;54.24;;15.7;;5.84;7.81;212.3;;;mg kg;3;Total;;Maize;Zea mays;;8;plant/pot;88.53;;;;g/pot;;;4.51;;25.31;;0.21;0.438;339.9;;;mg kg;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;Wyszkowski;2020;Poland;;;;;;;;;100 Cu;Agricultural typical soil;5.53;;;9.86;g kg;Sandy;2;%;86;%;;;178.6;mM(+)/kg DM;0.71;g kg;Total;86.48;mg P/kg;Available;;;104.24;;15.7;;5.84;7.81;212.3;;;mg kg;3;Total;;Maize;Zea mays;;8;plant/pot;89.97;;;;g/pot;;;8.57;;28.53;;1.7;0.426;347.3;;;mg kg;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;Wyszkowski;2020;Poland;;;;;;;;;150 Cu;Agricultural typical soil;5.53;;;9.86;g kg;Sandy;2;%;86;%;;;178.6;mM(+)/kg DM;0.71;g kg;Total;86.48;mg P/kg;Available;;;154.24;;15.7;;5.84;7.81;212.3;;;mg kg;3;Total;;Maize;Zea mays;;8;plant/pot;83.39;;;;g/pot;;;14.15;;28.43;;1.45;0.441;350.9;;;mg kg;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;Wyszkowski;2020;Poland;;;;;;;;;200 Cu;Agricultural typical soil;5.53;;;9.86;g kg;Sandy;2;%;86;%;;;178.6;mM(+)/kg DM;0.71;g kg;Total;86.48;mg P/kg;Available;;;204.24;;15.7;;5.84;7.81;212.3;;;mg kg;3;Total;;Maize;Zea mays;;8;plant/pot;42.17;;;;g/pot;;;26.88;;28.03;;0.95;0.442;354.6;;;mg kg;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Velvetleaf;Abutilon theophrasti;;;;;;;;;;9.1;18.8;103;94;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Australian Copperleaf;Acalypha australis;;;;;;;;;;5.7;16;60;115;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Meadow Foxtail;Alopecurus pratensis;;;;;;;;;;13.4;10.1;81;108;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Joseph's Coat;Amaranthus tricolor;;;;;;;;;;39.4;20.6;172;108;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Hedin's Wormwood;Artemisia hedinii;;;;;;;;;;22;20.7;98;68;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Sievers' Wormwood;Artemisia sieversiana;;;;;;;;;;30.1;22.4;111;108;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Tatarian Aster;Aster tataricus;;;;;;;;;;8.8;17.8;80;118;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Common Beggar's Tick;Bidens pilosa;;;;;;;;;;65;43.2;209;200;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Japanese Grape;Cayratia japonica;;;;;;;;;;11.2;22.6;164;70;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Oakleaf Goosefoot;Chenopodium glaucum;;;;;;;;;;4;10;26;71;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Late-flowering Goosefoot;Chenopodium serotinum;;;;;;;;;;6.2;11.7;31;100;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Chinese Thistle;Cirsium setosum;;;;;;;;;;30.6;15.1;111;141;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Tall Fleabane;Conyza bonariensis;;;;;;;;;;39.1;28.2;145;150;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Japanese Fleabane;Conyza japonica;;;;;;;;;;20.7;24.2;65;72;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Sumatran Fleabane;Conyza sumatrensis;;;;;;;;;;38.5;29.4;186;159;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Bunge's Swallowwort;Cynanchum bungei;;;;;;;;;;9.2;23.8;190;98;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Bermuda Grass;Cynodon dactylon;;;;;;;;;;38.8;20.6;490;107;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Jimsonweed;Datura stramonium;;;;;;;;;;16.6;20.5;120;107;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Chrysanthemum;Dendranthema indicum;;;;;;;;;;55.6;32.3;243;205;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Narrow-podded Monkshood;Dicranostigma leptopodum;;;;;;;;;;14.1;24.6;76;122;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Xing;2020;China;Henan;;;Humid subtropical;;;;;;Pb smelter;7.84;;;;;;;;;;190;uS cm-1;;;;;;;;;;22.3;139;1870;262;;;;;;;mg kg-1;76;Total;DTPA;Common Foxglove;Digitalis purpurea;;;;;;;;;;27.4;33.2;134;134;;;;;;;mg kg-1;3;Shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
